event_id,employee_id,event_type,event_date,event_value,remarks
1224,EMP250,Appraisal,10-04-2024,14.2%,Annual appraisal cycle
1225,EMP250,Resigned,01-03-2024,Resigned,Budget cut
1226,EMP251,Deployed,20-05-2023,Zephryn Technologies,Deployed on joining date
1227,EMP251,Contract Renewal,16-11-2023,6 months extension,First renewal review
1228,EMP251,Bill Rate Revision,19-05-2024,INR 5090.87,Annual rate revision
1229,EMP251,Appraisal,19-05-2024,10.5%,Annual appraisal cycle
1230,EMP251,Resigned,21-12-2023,Resigned,Client absorption
1231,EMP252,Bench Start,16-08-2023,5 days,Client BGV Delay
1232,EMP252,Bench End,21-08-2023,5 days on bench,Deployment commenced
1233,EMP252,Deployed,21-08-2023,Altovex Systems,Initial deployment
1234,EMP252,Contract Renewal,17-02-2024,6 months extension,First renewal review
1235,EMP252,Bill Rate Revision,20-08-2024,USD 20.61,Annual rate revision
1236,EMP252,Contract Renewal,15-08-2024,6 months extension,Second renewal review
1237,EMP252,Converted to FTE,11-06-2024,Converted to FTE,Contract ended
1238,EMP253,Bench Start,25-01-2023,4 days,Client Budget Hold
1239,EMP253,Bench End,29-01-2023,4 days on bench,Deployment commenced
1240,EMP253,Deployed,29-01-2023,Brackenfield Bank,Initial deployment
1241,EMP253,Contract Closure,28-07-2023,Project ended,Client Decision
1242,EMP253,Bill Rate Revision,29-01-2024,USD 16.23,Annual rate revision
1243,EMP253,Released,04-08-2023,Released,Better opportunity
1244,EMP254,Bench Start,10-12-2023,19 days,Client Budget Hold
1245,EMP254,Bench End,29-12-2023,19 days on bench,Deployment commenced
1246,EMP254,Deployed,29-12-2023,Luminae Financial,Initial deployment
1247,EMP254,Contract Renewal,26-06-2024,6 months extension,First renewal review
1248,EMP254,Appraisal,09-12-2024,5.8%,Annual appraisal cycle
1249,EMP254,Resigned,31-12-2024,Resigned,Budget cut
1250,EMP255,Bench Start,01-10-2023,4 days,Client BGV Delay
1251,EMP255,Bench End,05-10-2023,4 days on bench,Deployment commenced
1252,EMP255,Deployed,05-10-2023,Altovex Systems,Initial deployment
1253,EMP255,Contract Renewal,02-04-2024,6 months extension,First renewal review
1254,EMP255,Bill Rate Revision,04-10-2024,USD 26.98,Annual rate revision
1255,EMP255,Resigned,30-11-2024,Resigned,Better opportunity
1256,EMP256,Bench Start,29-07-2023,28 days,Role Redefinition
1257,EMP256,Bench End,26-08-2023,28 days on bench,Deployment commenced
1258,EMP256,Deployed,26-08-2023,Altovex Systems,Initial deployment
1259,EMP256,Contract Renewal,22-02-2024,6 months extension,First renewal review
1260,EMP256,Bill Rate Revision,25-08-2024,USD 13.57,Annual rate revision
1261,EMP256,Contract Renewal,20-08-2024,6 months extension,Second renewal review
1262,EMP257,Bench Start,01-12-2023,6 days,Client BGV Delay
1263,EMP257,Bench End,07-12-2023,6 days on bench,Deployment commenced
1264,EMP257,Deployed,07-12-2023,Veluxtra Infotech,Initial deployment
1265,EMP257,Contract Renewal,04-06-2024,6 months extension,First renewal review
1266,EMP257,Bill Rate Revision,06-12-2024,INR 12706.03,Annual rate revision
1267,EMP257,Contract Renewal,01-12-2024,6 months extension,Second renewal review
1268,EMP258,Bench Start,07-06-2023,22 days,Client Budget Hold
1269,EMP258,Bench End,29-06-2023,22 days on bench,Deployment commenced
1270,EMP258,Deployed,29-06-2023,Luminae Financial,Initial deployment
1271,EMP258,Contract Renewal,26-12-2023,6 months extension,First renewal review
1272,EMP258,Bill Rate Revision,28-06-2024,INR 3726.39,Annual rate revision
1273,EMP258,Appraisal,06-06-2024,14.5%,Annual appraisal cycle
1274,EMP258,Resigned,14-12-2024,Resigned,Contract ended
1275,EMP259,Bench Start,05-01-2023,5 days,Visa Processing
1276,EMP259,Bench End,10-01-2023,5 days on bench,Deployment commenced
1277,EMP259,Deployed,10-01-2023,Zephryn Technologies,Initial deployment
1278,EMP259,Contract Renewal,09-07-2023,6 months extension,First renewal review
1279,EMP259,Bill Rate Revision,10-01-2024,INR 4453.86,Annual rate revision
1280,EMP259,Appraisal,05-01-2024,10.7%,Annual appraisal cycle
1281,EMP259,Contract Renewal,05-01-2024,6 months extension,Second renewal review
1282,EMP259,Converted to FTE,08-04-2024,Converted to FTE,Performance issue
1283,EMP260,Bench Start,12-10-2023,15 days,Client BGV Delay
1284,EMP260,Bench End,27-10-2023,15 days on bench,Deployment commenced
1285,EMP260,Deployed,27-10-2023,Orenvast Bank,Initial deployment
1286,EMP260,Contract Renewal,24-04-2024,6 months extension,First renewal review
1287,EMP260,Contract Closure,21-10-2024,Project ended,Project Completion
1288,EMP260,Converted to FTE,17-09-2024,Converted to FTE,Budget cut
1289,EMP261,Bench Start,30-03-2024,6 days,Visa Processing
1290,EMP261,Bench End,05-04-2024,6 days on bench,Deployment commenced
1291,EMP261,Deployed,05-04-2024,Veluxtra Infotech,Initial deployment
1292,EMP261,Contract Closure,02-10-2024,Project ended,Project Completion
1293,EMP262,Deployed,24-02-2024,Zephryn Technologies,Deployed on joining date
1294,EMP262,Contract Renewal,22-08-2024,6 months extension,First renewal review
1295,EMP263,Deployed,08-11-2023,Zephryn Technologies,Deployed on joining date
1296,EMP263,Contract Renewal,06-05-2024,6 months extension,First renewal review
1297,EMP263,Released,31-12-2024,Released,Budget cut
1298,EMP264,Bench Start,22-09-2023,4 days,Role Redefinition
1299,EMP264,Bench End,26-09-2023,4 days on bench,Deployment commenced
1300,EMP264,Deployed,26-09-2023,Orenvast Bank,Initial deployment
1301,EMP264,Contract Renewal,24-03-2024,6 months extension,First renewal review
1302,EMP264,Contract Closure,20-09-2024,Project ended,Project Completion
1303,EMP265,Bench Start,21-06-2023,7 days,Visa Processing
1304,EMP265,Bench End,28-06-2023,7 days on bench,Deployment commenced
1305,EMP265,Deployed,28-06-2023,Orenvast Bank,Initial deployment
1306,EMP265,Contract Renewal,25-12-2023,6 months extension,First renewal review
1307,EMP265,Appraisal,20-06-2024,12.5%,Annual appraisal cycle
1308,EMP265,Resigned,05-08-2024,Resigned,Budget cut
1309,EMP266,Bench Start,22-06-2024,12 days,Visa Processing
1310,EMP266,Bench End,04-07-2024,12 days on bench,Deployment commenced
1311,EMP266,Deployed,04-07-2024,Luminae Financial,Initial deployment
1312,EMP266,Contract Closure,31-12-2024,Project ended,Budget Cut
1313,EMP267,Deployed,11-11-2023,Brackenfield Bank,Deployed on joining date
1314,EMP267,Contract Renewal,09-05-2024,6 months extension,First renewal review
1315,EMP267,Contract Renewal,05-11-2024,6 months extension,Second renewal review
1316,EMP268,Deployed,09-04-2023,Veluxtra Infotech,Deployed on joining date
1317,EMP268,Contract Renewal,06-10-2023,6 months extension,First renewal review
1318,EMP268,Bill Rate Revision,08-04-2024,INR 1340.45,Annual rate revision
1319,EMP268,Appraisal,08-04-2024,12.3%,Annual appraisal cycle
1320,EMP268,Contract Renewal,03-04-2024,6 months extension,Second renewal review
1321,EMP268,Converted to FTE,17-01-2024,Converted to FTE,Client absorption
1322,EMP269,Deployed,01-06-2024,Veluxtra Infotech,Deployed on joining date
1323,EMP269,Contract Renewal,28-11-2024,6 months extension,First renewal review
1324,EMP270,Deployed,09-07-2023,Luminae Financial,Deployed on joining date
1325,EMP270,Contract Renewal,05-01-2024,6 months extension,First renewal review
1326,EMP270,Bill Rate Revision,08-07-2024,INR 1619.75,Annual rate revision
1327,EMP270,Appraisal,08-07-2024,7.3%,Annual appraisal cycle
1328,EMP270,Contract Renewal,03-07-2024,6 months extension,Second renewal review
1329,EMP270,Converted to FTE,22-09-2024,Converted to FTE,Client absorption
1330,EMP271,Bench Start,16-11-2023,7 days,Client Budget Hold
1331,EMP271,Bench End,23-11-2023,7 days on bench,Deployment commenced
1332,EMP271,Deployed,23-11-2023,Brackenfield Bank,Initial deployment
1333,EMP271,Contract Renewal,21-05-2024,6 months extension,First renewal review
1334,EMP271,Appraisal,15-11-2024,6.2%,Annual appraisal cycle
1335,EMP271,Contract Renewal,17-11-2024,6 months extension,Second renewal review
1336,EMP272,Deployed,22-06-2023,Veluxtra Infotech,Deployed on joining date
1337,EMP272,Contract Renewal,19-12-2023,6 months extension,First renewal review
1338,EMP272,Bill Rate Revision,21-06-2024,INR 4109.74,Annual rate revision
1339,EMP272,Appraisal,21-06-2024,13.6%,Annual appraisal cycle
1340,EMP272,Resigned,14-03-2024,Resigned,Personal reasons
1341,EMP273,Deployed,10-04-2024,Orenvast Bank,Deployed on joining date
1342,EMP273,Contract Closure,07-10-2024,Project ended,Client Decision
1343,EMP273,Resigned,31-12-2024,Resigned,Budget cut
1344,EMP274,Bench Start,26-07-2023,13 days,Internal Approvals
1345,EMP274,Bench End,08-08-2023,13 days on bench,Deployment commenced
1346,EMP274,Deployed,08-08-2023,Zephryn Technologies,Initial deployment
1347,EMP274,Contract Renewal,04-02-2024,6 months extension,First renewal review
1348,EMP274,Bill Rate Revision,07-08-2024,INR 2861.92,Annual rate revision
1349,EMP274,Appraisal,25-07-2024,7.1%,Annual appraisal cycle
1350,EMP274,Released,25-05-2024,Released,Personal reasons
1351,EMP275,Bench Start,17-05-2024,6 days,Client BGV Delay
1352,EMP275,Bench End,23-05-2024,6 days on bench,Deployment commenced
1353,EMP275,Deployed,23-05-2024,Brackenfield Bank,Initial deployment
1354,EMP275,Contract Renewal,19-11-2024,6 months extension,First renewal review
1355,EMP276,Bench Start,01-01-2024,1 days,Visa Processing
1356,EMP276,Bench End,02-01-2024,1 days on bench,Deployment commenced
1357,EMP276,Deployed,02-01-2024,Altovex Systems,Initial deployment
1358,EMP276,Contract Renewal,30-06-2024,6 months extension,First renewal review
1359,EMP276,Appraisal,31-12-2024,7.9%,Annual appraisal cycle
1360,EMP276,Contract Closure,27-12-2024,Project ended,Client Decision
1361,EMP277,Bench Start,13-04-2023,6 days,Role Redefinition
1362,EMP277,Bench End,19-04-2023,6 days on bench,Deployment commenced
1363,EMP277,Deployed,19-04-2023,Altovex Systems,Initial deployment
1364,EMP277,Contract Renewal,16-10-2023,6 months extension,First renewal review
1365,EMP277,Bill Rate Revision,18-04-2024,USD 20.18,Annual rate revision
1366,EMP277,Appraisal,12-04-2024,10.7%,Annual appraisal cycle
1367,EMP277,Released,01-08-2024,Released,Personal reasons
1368,EMP278,Bench Start,27-06-2024,10 days,Client BGV Delay
1369,EMP278,Bench End,07-07-2024,10 days on bench,Deployment commenced
1370,EMP278,Deployed,07-07-2024,Orenvast Bank,Initial deployment
1371,EMP279,Bench Start,29-06-2024,21 days,Client Budget Hold
1372,EMP279,Bench End,20-07-2024,21 days on bench,Deployment commenced
1373,EMP279,Deployed,20-07-2024,Brackenfield Bank,Initial deployment
1374,EMP280,Bench Start,21-10-2023,6 days,Client BGV Delay
1375,EMP280,Bench End,27-10-2023,6 days on bench,Deployment commenced
1376,EMP280,Deployed,27-10-2023,Zephryn Technologies,Initial deployment
1377,EMP280,Contract Renewal,24-04-2024,6 months extension,First renewal review
1378,EMP280,Bill Rate Revision,26-10-2024,INR 2928.88,Annual rate revision
1379,EMP280,Contract Renewal,21-10-2024,6 months extension,Second renewal review
1380,EMP281,Bench Start,27-03-2023,17 days,Visa Processing
1381,EMP281,Bench End,13-04-2023,17 days on bench,Deployment commenced
1382,EMP281,Deployed,13-04-2023,Brackenfield Bank,Initial deployment
1383,EMP281,Contract Closure,10-10-2023,Project ended,Client Decision
1384,EMP281,Appraisal,26-03-2024,9.9%,Annual appraisal cycle
1385,EMP281,Resigned,30-05-2024,Resigned,Budget cut
1386,EMP282,Bench Start,04-02-2024,6 days,Visa Processing
1387,EMP282,Bench End,10-02-2024,6 days on bench,Deployment commenced
1388,EMP282,Deployed,10-02-2024,Veluxtra Infotech,Initial deployment
1389,EMP282,Contract Renewal,08-08-2024,6 months extension,First renewal review
1390,EMP282,Converted to FTE,31-12-2024,Converted to FTE,Budget cut
1391,EMP283,Bench Start,25-02-2023,6 days,Role Redefinition
1392,EMP283,Bench End,03-03-2023,6 days on bench,Deployment commenced
1393,EMP283,Deployed,03-03-2023,Orenvast Bank,Initial deployment
1394,EMP283,Contract Renewal,30-08-2023,6 months extension,First renewal review
1395,EMP283,Appraisal,25-02-2024,10.4%,Annual appraisal cycle
1396,EMP283,Released,18-02-2024,Released,Contract ended
1397,EMP284,Bench Start,21-02-2024,17 days,Visa Processing
1398,EMP284,Bench End,09-03-2024,17 days on bench,Deployment commenced
1399,EMP284,Deployed,09-03-2024,Brackenfield Bank,Initial deployment
1400,EMP284,Contract Closure,05-09-2024,Project ended,Budget Cut
1401,EMP285,Bench Start,24-07-2023,3 days,Visa Processing
1402,EMP285,Bench End,27-07-2023,3 days on bench,Deployment commenced
1403,EMP285,Deployed,27-07-2023,Orenvast Bank,Initial deployment
1404,EMP285,Contract Renewal,23-01-2024,6 months extension,First renewal review
1405,EMP285,Appraisal,23-07-2024,5.4%,Annual appraisal cycle
1406,EMP285,Contract Renewal,21-07-2024,6 months extension,Second renewal review
1407,EMP285,Converted to FTE,23-11-2024,Converted to FTE,Performance issue
1408,EMP286,Bench Start,23-08-2023,4 days,Visa Processing
1409,EMP286,Bench End,27-08-2023,4 days on bench,Deployment commenced
1410,EMP286,Deployed,27-08-2023,Orenvast Bank,Initial deployment
1411,EMP286,Contract Renewal,23-02-2024,6 months extension,First renewal review
1412,EMP286,Bill Rate Revision,26-08-2024,USD 15.58,Annual rate revision
1413,EMP286,Released,27-06-2024,Released,Client absorption
1414,EMP287,Bench Start,30-09-2023,3 days,Client BGV Delay
1415,EMP287,Bench End,03-10-2023,3 days on bench,Deployment commenced
1416,EMP287,Deployed,03-10-2023,Veluxtra Infotech,Initial deployment
1417,EMP287,Contract Closure,31-03-2024,Project ended,Budget Cut
1418,EMP287,Bill Rate Revision,02-10-2024,INR 5184.88,Annual rate revision
1419,EMP287,Appraisal,29-09-2024,8.7%,Annual appraisal cycle
1420,EMP287,Contract Renewal,27-09-2024,6 months extension,Second renewal review
1421,EMP288,Bench Start,06-08-2023,11 days,Visa Processing
1422,EMP288,Bench End,17-08-2023,11 days on bench,Deployment commenced
1423,EMP288,Deployed,17-08-2023,Brackenfield Bank,Initial deployment
1424,EMP288,Contract Renewal,13-02-2024,6 months extension,First renewal review
1425,EMP288,Contract Renewal,11-08-2024,6 months extension,Second renewal review
1426,EMP289,Bench Start,19-05-2024,9 days,Client BGV Delay
1427,EMP289,Bench End,28-05-2024,9 days on bench,Deployment commenced
1428,EMP289,Deployed,28-05-2024,Veluxtra Infotech,Initial deployment
1429,EMP289,Contract Renewal,24-11-2024,6 months extension,First renewal review
1430,EMP290,Bench Start,26-03-2024,1 days,Client Budget Hold
1431,EMP290,Bench End,27-03-2024,1 days on bench,Deployment commenced
1432,EMP290,Deployed,27-03-2024,Orenvast Bank,Initial deployment
1433,EMP290,Contract Closure,23-09-2024,Project ended,Budget Cut
1434,EMP290,Resigned,28-10-2024,Resigned,Contract ended
1435,EMP291,Bench Start,06-08-2023,1 days,Documentation Pending
1436,EMP291,Bench End,07-08-2023,1 days on bench,Deployment commenced
1437,EMP291,Deployed,07-08-2023,Orenvast Bank,Initial deployment
1438,EMP291,Contract Renewal,03-02-2024,6 months extension,First renewal review
1439,EMP291,Bill Rate Revision,06-08-2024,USD 14.38,Annual rate revision
1440,EMP291,Appraisal,05-08-2024,8.2%,Annual appraisal cycle
1441,EMP291,Released,23-11-2024,Released,Performance issue
1442,EMP292,Bench Start,03-10-2023,1 days,Visa Processing
1443,EMP292,Bench End,04-10-2023,1 days on bench,Deployment commenced
1444,EMP292,Deployed,04-10-2023,Luminae Financial,Initial deployment
1445,EMP292,Contract Renewal,01-04-2024,6 months extension,First renewal review
1446,EMP292,Released,25-10-2024,Released,Client absorption
1447,EMP293,Bench Start,07-06-2023,10 days,Role Redefinition
1448,EMP293,Bench End,17-06-2023,10 days on bench,Deployment commenced
1449,EMP293,Deployed,17-06-2023,Orenvast Bank,Initial deployment
1450,EMP293,Contract Renewal,14-12-2023,6 months extension,First renewal review
1451,EMP293,Bill Rate Revision,16-06-2024,USD 14.7,Annual rate revision
1452,EMP293,Appraisal,06-06-2024,13.8%,Annual appraisal cycle
1453,EMP293,Contract Closure,11-06-2024,Project ended,Budget Cut
1454,EMP293,Converted to FTE,15-09-2024,Converted to FTE,Personal reasons
1455,EMP294,Bench Start,08-06-2023,4 days,Internal Approvals
1456,EMP294,Bench End,12-06-2023,4 days on bench,Deployment commenced
1457,EMP294,Deployed,12-06-2023,Brackenfield Bank,Initial deployment
1458,EMP294,Contract Renewal,09-12-2023,6 months extension,First renewal review
1459,EMP294,Contract Renewal,06-06-2024,6 months extension,Second renewal review
1460,EMP295,Bench Start,30-12-2023,3 days,Visa Processing
1461,EMP295,Bench End,02-01-2024,3 days on bench,Deployment commenced
1462,EMP295,Deployed,02-01-2024,Luminae Financial,Initial deployment
1463,EMP295,Contract Closure,30-06-2024,Project ended,Performance
1464,EMP295,Resigned,14-09-2024,Resigned,Client absorption
1465,EMP296,Bench Start,23-09-2023,1 days,Documentation Pending
1466,EMP296,Bench End,24-09-2023,1 days on bench,Deployment commenced
1467,EMP296,Deployed,24-09-2023,Luminae Financial,Initial deployment
1468,EMP296,Contract Renewal,22-03-2024,6 months extension,First renewal review
1469,EMP296,Bill Rate Revision,23-09-2024,INR 5593.53,Annual rate revision
1470,EMP296,Appraisal,22-09-2024,11.9%,Annual appraisal cycle
1471,EMP296,Contract Closure,18-09-2024,Project ended,Client Decision
1472,EMP297,Deployed,15-07-2023,Orenvast Bank,Deployed on joining date
1473,EMP297,Contract Renewal,11-01-2024,6 months extension,First renewal review
1474,EMP297,Contract Renewal,09-07-2024,6 months extension,Second renewal review
1475,EMP298,Bench Start,22-05-2024,30 days,Client Budget Hold
1476,EMP298,Bench End,21-06-2024,30 days on bench,Deployment commenced
1477,EMP298,Deployed,21-06-2024,Orenvast Bank,Initial deployment
1478,EMP298,Contract Renewal,18-12-2024,6 months extension,First renewal review
1479,EMP298,Resigned,31-12-2024,Resigned,Contract ended
1480,EMP299,Bench Start,25-04-2024,16 days,Role Redefinition
1481,EMP299,Bench End,11-05-2024,16 days on bench,Deployment commenced
1482,EMP299,Deployed,11-05-2024,Altovex Systems,Initial deployment
1483,EMP299,Contract Renewal,07-11-2024,6 months extension,First renewal review
1484,EMP300,Bench Start,03-08-2023,15 days,Client Budget Hold
1485,EMP300,Bench End,18-08-2023,15 days on bench,Deployment commenced
1486,EMP300,Deployed,18-08-2023,Brackenfield Bank,Initial deployment
1487,EMP300,Contract Renewal,14-02-2024,6 months extension,First renewal review
1488,EMP300,Contract Renewal,12-08-2024,6 months extension,Second renewal review
1489,EMP301,Bench Start,21-02-2023,23 days,Documentation Pending
1490,EMP301,Bench End,16-03-2023,23 days on bench,Deployment commenced
1491,EMP301,Deployed,16-03-2023,Altovex Systems,Initial deployment
1492,EMP301,Contract Renewal,12-09-2023,6 months extension,First renewal review
1493,EMP301,Bill Rate Revision,15-03-2024,USD 20.2,Annual rate revision
1494,EMP301,Released,17-10-2023,Released,Budget cut
1495,EMP302,Bench Start,01-03-2024,15 days,Documentation Pending
1496,EMP302,Bench End,16-03-2024,15 days on bench,Deployment commenced
1497,EMP302,Deployed,16-03-2024,Orenvast Bank,Initial deployment
1498,EMP302,Contract Closure,12-09-2024,Project ended,Performance
1499,EMP303,Bench Start,12-06-2024,8 days,Client Budget Hold
1500,EMP303,Bench End,20-06-2024,8 days on bench,Deployment commenced
1501,EMP303,Deployed,20-06-2024,Luminae Financial,Initial deployment
1502,EMP303,Contract Renewal,17-12-2024,6 months extension,First renewal review
1503,EMP304,Bench Start,30-10-2023,13 days,Client Budget Hold
1504,EMP304,Bench End,12-11-2023,13 days on bench,Deployment commenced
1505,EMP304,Deployed,12-11-2023,Zephryn Technologies,Initial deployment
1506,EMP304,Contract Renewal,10-05-2024,6 months extension,First renewal review
1507,EMP304,Appraisal,29-10-2024,5.3%,Annual appraisal cycle
1508,EMP304,Resigned,31-12-2024,Resigned,Performance issue
1509,EMP305,Bench Start,10-05-2023,10 days,Documentation Pending
1510,EMP305,Bench End,20-05-2023,10 days on bench,Deployment commenced
1511,EMP305,Deployed,20-05-2023,Orenvast Bank,Initial deployment
1512,EMP305,Contract Renewal,16-11-2023,6 months extension,First renewal review
1513,EMP305,Bill Rate Revision,19-05-2024,USD 19.18,Annual rate revision
1514,EMP305,Appraisal,09-05-2024,6.3%,Annual appraisal cycle
1515,EMP305,Resigned,19-03-2024,Resigned,Performance issue
1516,EMP306,Bench Start,30-08-2023,20 days,Documentation Pending
1517,EMP306,Bench End,19-09-2023,20 days on bench,Deployment commenced
1518,EMP306,Deployed,19-09-2023,Orenvast Bank,Initial deployment
1519,EMP306,Contract Renewal,17-03-2024,6 months extension,First renewal review
1520,EMP306,Bill Rate Revision,18-09-2024,USD 12.76,Annual rate revision
1521,EMP306,Resigned,14-06-2024,Resigned,Better opportunity
1522,EMP307,Deployed,05-04-2023,Luminae Financial,Deployed on joining date
1523,EMP307,Contract Closure,02-10-2023,Project ended,Client Decision
1524,EMP307,Resigned,18-08-2024,Resigned,Client absorption
1525,EMP308,Deployed,13-04-2024,Luminae Financial,Deployed on joining date
1526,EMP308,Contract Renewal,10-10-2024,6 months extension,First renewal review
1527,EMP309,Bench Start,29-01-2023,2 days,Client BGV Delay
1528,EMP309,Bench End,31-01-2023,2 days on bench,Deployment commenced
1529,EMP309,Deployed,31-01-2023,Orenvast Bank,Initial deployment
1530,EMP309,Contract Renewal,30-07-2023,6 months extension,First renewal review
1531,EMP309,Appraisal,29-01-2024,10.3%,Annual appraisal cycle
1532,EMP309,Contract Renewal,26-01-2024,6 months extension,Second renewal review
1533,EMP309,Converted to FTE,09-04-2024,Converted to FTE,Budget cut
1534,EMP310,Bench Start,31-05-2024,11 days,Role Redefinition
1535,EMP310,Bench End,11-06-2024,11 days on bench,Deployment commenced
1536,EMP310,Deployed,11-06-2024,Veluxtra Infotech,Initial deployment
1537,EMP310,Contract Renewal,08-12-2024,6 months extension,First renewal review
1538,EMP310,Released,31-12-2024,Released,Better opportunity
1539,EMP311,Bench Start,24-02-2023,9 days,Internal Approvals
1540,EMP311,Bench End,05-03-2023,9 days on bench,Deployment commenced
1541,EMP311,Deployed,05-03-2023,Brackenfield Bank,Initial deployment
1542,EMP311,Contract Closure,01-09-2023,Project ended,Performance
1543,EMP311,Bill Rate Revision,04-03-2024,USD 21.25,Annual rate revision
1544,EMP311,Released,04-02-2024,Released,Budget cut
1545,EMP312,Deployed,22-06-2023,Orenvast Bank,Deployed on joining date
1546,EMP312,Contract Renewal,19-12-2023,6 months extension,First renewal review
1547,EMP312,Bill Rate Revision,21-06-2024,USD 20.68,Annual rate revision
1548,EMP312,Released,07-11-2024,Released,Contract ended
1549,EMP313,Deployed,20-01-2024,Zephryn Technologies,Deployed on joining date
1550,EMP313,Contract Renewal,18-07-2024,6 months extension,First renewal review
1551,EMP314,Bench Start,09-05-2023,4 days,Client BGV Delay
1552,EMP314,Bench End,13-05-2023,4 days on bench,Deployment commenced
1553,EMP314,Deployed,13-05-2023,Altovex Systems,Initial deployment
1554,EMP314,Contract Renewal,09-11-2023,6 months extension,First renewal review
1555,EMP314,Bill Rate Revision,12-05-2024,USD 16.38,Annual rate revision
1556,EMP314,Appraisal,08-05-2024,12.2%,Annual appraisal cycle
1557,EMP314,Resigned,24-09-2024,Resigned,Better opportunity
1558,EMP315,Deployed,07-10-2023,Veluxtra Infotech,Deployed on joining date
1559,EMP315,Contract Closure,04-04-2024,Project ended,Performance
1560,EMP315,Appraisal,06-10-2024,7.3%,Annual appraisal cycle
1561,EMP315,Released,31-12-2024,Released,Client absorption
1562,EMP316,Bench Start,31-05-2024,26 days,Client BGV Delay
1563,EMP316,Bench End,26-06-2024,26 days on bench,Deployment commenced
1564,EMP316,Deployed,26-06-2024,Zephryn Technologies,Initial deployment
1565,EMP316,Contract Renewal,23-12-2024,6 months extension,First renewal review
1566,EMP317,Bench Start,21-03-2023,14 days,Role Redefinition
1567,EMP317,Bench End,04-04-2023,14 days on bench,Deployment commenced
1568,EMP317,Deployed,04-04-2023,Altovex Systems,Initial deployment
1569,EMP317,Contract Renewal,01-10-2023,6 months extension,First renewal review
1570,EMP317,Bill Rate Revision,03-04-2024,USD 12.65,Annual rate revision
1571,EMP317,Appraisal,20-03-2024,11.8%,Annual appraisal cycle
1572,EMP317,Released,22-05-2024,Released,Budget cut
1573,EMP318,Bench Start,07-11-2023,2 days,Documentation Pending
1574,EMP318,Bench End,09-11-2023,2 days on bench,Deployment commenced
1575,EMP318,Deployed,09-11-2023,Luminae Financial,Initial deployment
1576,EMP318,Contract Renewal,07-05-2024,6 months extension,First renewal review
1577,EMP318,Appraisal,06-11-2024,13.5%,Annual appraisal cycle
1578,EMP318,Released,31-12-2024,Released,Client absorption
1579,EMP319,Deployed,08-10-2023,Altovex Systems,Deployed on joining date
1580,EMP319,Contract Closure,05-04-2024,Project ended,Project Completion
1581,EMP319,Contract Renewal,02-10-2024,6 months extension,Second renewal review
1582,EMP319,Converted to FTE,14-05-2024,Converted to FTE,Performance issue
1583,EMP320,Bench Start,06-03-2024,3 days,Role Redefinition
1584,EMP320,Bench End,09-03-2024,3 days on bench,Deployment commenced
1585,EMP320,Deployed,09-03-2024,Orenvast Bank,Initial deployment
1586,EMP320,Contract Closure,05-09-2024,Project ended,Project Completion
1587,EMP321,Deployed,09-12-2023,Zephryn Technologies,Deployed on joining date
1588,EMP321,Contract Closure,06-06-2024,Project ended,Project Completion
1589,EMP321,Contract Closure,03-12-2024,Project ended,Client Decision
1590,EMP322,Bench Start,11-05-2023,1 days,Role Redefinition
1591,EMP322,Bench End,12-05-2023,1 days on bench,Deployment commenced
1592,EMP322,Deployed,12-05-2023,Altovex Systems,Initial deployment
1593,EMP322,Contract Renewal,08-11-2023,6 months extension,First renewal review
1594,EMP322,Bill Rate Revision,11-05-2024,USD 19.3,Annual rate revision
1595,EMP322,Appraisal,10-05-2024,7.1%,Annual appraisal cycle
1596,EMP322,Contract Renewal,06-05-2024,6 months extension,Second renewal review
1597,EMP323,Bench Start,13-01-2023,21 days,Role Redefinition
1598,EMP323,Bench End,03-02-2023,21 days on bench,Deployment commenced
1599,EMP323,Deployed,03-02-2023,Altovex Systems,Initial deployment
1600,EMP323,Contract Closure,02-08-2023,Project ended,Budget Cut
1601,EMP323,Appraisal,13-01-2024,10.7%,Annual appraisal cycle
1602,EMP323,Resigned,03-01-2024,Resigned,Better opportunity
1603,EMP324,Bench Start,31-05-2023,4 days,Documentation Pending
1604,EMP324,Bench End,04-06-2023,4 days on bench,Deployment commenced
1605,EMP324,Deployed,04-06-2023,Zephryn Technologies,Initial deployment
1606,EMP324,Contract Renewal,01-12-2023,6 months extension,First renewal review
1607,EMP324,Resigned,06-05-2024,Resigned,Personal reasons
1608,EMP325,Bench Start,10-12-2023,4 days,Client Budget Hold
1609,EMP325,Bench End,14-12-2023,4 days on bench,Deployment commenced
1610,EMP325,Deployed,14-12-2023,Zephryn Technologies,Initial deployment
1611,EMP325,Contract Renewal,11-06-2024,6 months extension,First renewal review
1612,EMP325,Contract Renewal,08-12-2024,6 months extension,Second renewal review
1613,EMP326,Deployed,26-03-2024,Altovex Systems,Deployed on joining date
1614,EMP326,Contract Closure,22-09-2024,Project ended,Client Decision
1615,EMP327,Deployed,26-09-2023,Zephryn Technologies,Deployed on joining date
1616,EMP327,Contract Renewal,24-03-2024,6 months extension,First renewal review
1617,EMP327,Appraisal,25-09-2024,7.5%,Annual appraisal cycle
1618,EMP327,Contract Closure,20-09-2024,Project ended,Client Decision
1619,EMP328,Bench Start,08-03-2023,1 days,Documentation Pending
1620,EMP328,Bench End,09-03-2023,1 days on bench,Deployment commenced
1621,EMP328,Deployed,09-03-2023,Zephryn Technologies,Initial deployment
